id;short;name;ctry;team;flat;mnt;tt;spr;dsc;Pv;cbt;reg;exp;Rec;end;Res;rol;Pot;typ;race;ht;wgt;hr;debut;year;mon;day;Home
536;D.Aulasenka;AULASENKA Dzmitriy;7;0;70;60;59;36;37;60;50;43;88;54;15;37;1;1;2;6;180;70;40;2006;1981;4;27;
11561;D.Avellaneda;AVELLANEDA Daniel;16;0;76;60;67;65;45;56;54;45;56;51;56;13;5;3;4;6;180;70;40;2015;1997;12;26;Bogotà
624;D.Bajt;BAJT Dejan;21;0;74;65;63;34;36;56;50;51;76;69;21;74;1;3;7;3;184;72;40;2006;1987;10;28;
10942;D.Baron;BARON Danilo;16;0;69;60;60;33;39;43;69;19;68;69;21;80;1;2;7;3;180;70;40;2007;1991;12;15;
805;D.Batek;BATEK Dariusz;46;0;72;63;63;33;36;43;52;16;78;63;22;71;1;3;7;3;180;70;40;2006;1986;4;27;
10760;D.Beatse;BEATSE Dries;12;0;75;64;44;55;46;75;53;22;70;66;19;23;1;3;5;4;180;70;40;2011;1990;3;10;Ronse - Vlaanderen
895;D.Belda;BELDA GARCIA David;22;0;73;73;61;55;46;43;66;18;84;79;13;90;1;3;1;3;156;48;40;2006;1983;3;18;Cocentaina (Alicante) - Valencia
914;D.Bellemakers;BELLEMAKERS Dirk;27;0;74;66;67;55;40;65;51;19;82;69;33;76;1;3;7;4;192;75;40;2006;1984;1;19;
955;D.Benenati;BENENATI Dario;36;0;70;60;54;50;43;58;48;31;88;57;21;42;1;2;6;2;180;70;40;2006;1981;7;6;Vittoria
2220;D.Biedermann;BIEDERMANN Daniel;5;0;69;61;43;62;42;49;50;26;64;60;20;54;1;1;1;6;179;68;40;2012;1993;3;24;
4326;D.Blazej;BLAZEJ David;48;0;65;60;52;43;44;43;44;13;66;40;14;40;1;1;4;4;180;70;40;2015;1992;4;14;
11479;D.Bomboi;BOMBOI Davide;12;0;69;60;46;53;46;61;56;44;50;35;45;15;5;6;4;4;180;70;40;2017;2000;3;27;
11658;D.Bonilla;BONILLA David;16;0;67;60;35;34;39;43;51;29;56;61;11;45;1;1;1;4;180;70;40;2017;1997;11;14;
1412;D.Bowman;BOWMAN Dan;61;0;73;67;59;34;38;61;53;55;86;67;19;78;1;3;3;4;183;68;40;2006;1982;1;6;
11170;D.Branaa;BRANAA Damien;24;0;69;66;55;58;44;43;60;25;78;74;13;83;1;3;1;3;180;70;40;2012;1986;7;29;
1448;D.Brandle;BRANDLE Dominik;5;0;72;60;63;41;41;43;51;23;72;66;21;50;1;2;7;3;172;60;40;2007;1989;11;1;
2330;D.Brasi;BRASI Diego;36;0;65;60;40;41;31;48;44;33;64;56;15;43;1;1;4;4;180;70;40;2012;1993;8;19;
1465;D.Braunsteins;BRAUNSTEINS Daniel;4;0;72;61;59;55;62;43;60;21;74;68;28;77;1;4;3;4;182;74;40;2010;1988;4;10;Melbourne - Victoria
10615;D.Bretti;BRETTI Daniel;14;0;74;64;55;71;48;43;55;17;86;66;7;30;3;2;8;4;174;72;40;2010;1982;5;4;Santiago de Chile
1602;D.Bueno;BUENO Douglas Moi;10;0;75;68;67;44;46;67;69;29;88;72;20;71;1;4;7;4;169;60;40;2006;1981;9;9;?? - Santa Catarina
1699;D.Caccia;CACCIA Diego;36;0;74;62;65;34;58;72;58;34;88;69;29;32;1;3;6;4;189;71;40;2006;1981;7;31;
1765;D.Callegarin;CALLEGARIN Daniele;36;0;77;69;57;69;68;73;53;23;86;66;24;10;3;3;8;4;175;67;40;2006;1982;9;21;
1848;D.Cannone;CANNONE Donato;36;0;75;68;54;35;38;59;55;37;84;71;33;69;1;3;3;4;186;75;40;2006;1983;1;19;
3304;D.Cantoni;CANTONI Daniele;36;0;65;60;49;41;31;46;42;15;58;49;13;46;1;1;4;4;178;60;40;2015;1996;4;25;Bormio
1897;D.Cappelle;CAPPELLE Dieter;12;0;75;60;64;41;45;73;53;18;84;66;12;21;1;3;6;4;180;70;40;2006;1983;9;24;Izegem - Vlaanderen
2123;D.Casayuran;CASAYURAN Denver;183;0;65;60;38;42;39;41;49;20;70;59;16;58;1;0;4;4;176;68;40;2013;1990;11;8;
2317;D.Cavasin;CAVASIN Daniele;36;0;67;60;51;47;37;47;47;25;74;59;21;46;1;2;4;4;180;70;40;2007;1988;11;17;
2244;D.Cazzola;CAZZOLA Daniele;36;0;65;60;44;43;33;48;46;34;64;53;17;25;1;2;4;4;180;70;40;2012;1993;3;31;
3103;D.Champion;CHAMPION Dimitri;24;0;76;67;72;35;38;69;50;23;84;72;43;79;2;3;7;3;180;71;40;2005;1983;9;6;-0
3713;D.Cherbonnet;CHERBONNET David;24;0;66;60;41;44;37;50;46;14;64;48;22;44;1;1;4;4;180;70;40;2015;1993;6;12;
2640;D.Clifford;CLIFFORD Daniel;31;0;65;60;45;42;33;44;48;26;76;59;18;48;1;0;4;4;180;70;40;2013;1987;9;10;
3267;D.Colli;COLLI Daniele;36;0;76;69;59;74;48;72;56;22;86;69;36;10;3;4;8;4;182;71;40;2004;1982;4;19;Rho
3290;D.Commeyne;COMMEYNE Davy;12;0;77;67;53;66;46;79;60;19;90;67;45;11;1;5;4;4;184;71;40;2002;1980;5;14;Dadizele – Vlaanderen
5146;D.Cordeiro;CORDEIRO MARQUES Damien;24;0;67;62;45;56;23;34;65;34;56;23;12;23;1;2;4;4;180;70;40;2018;1997;12;9;
3344;D.Cornu;CORNU Dominique;12;0;73;64;69;47;44;65;45;11;80;71;10;68;1;3;2;4;197;78;40;2005;1985;10;10;Beveren-Waas - Vlaanderen
3380;D.Corvalán;CORVALÁN Diego Fernando;3;0;74;60;65;42;45;43;56;42;86;68;16;50;1;3;2;3;182;68;40;2002;1982;9;21;Mendoza
10793;D.Costa;COSTA David;47;0;71;60;43;40;41;43;53;19;90;64;16;67;1;2;3;3;180;70;40;2007;1978;4;6;Braganza
3414;D.Craven;CRAVEN Dan;175;0;75;66;67;34;16;59;52;42;84;74;36;69;1;4;7;4;185;75;40;2002;1983;2;1;Otjiwarongo
11562;D.Cuadros;CUADROS Diego Fernnando;16;0;65;60;29;33;39;43;50;20;54;58;16;36;1;1;4;4;180;70;40;2017;1998;7;24;
795;D.Dall'Oste;DALL'OSTE Daniele;36;0;73;65;58;61;40;61;51;22;68;72;23;70;1;5;3;3;166;60;40;2012;1991;5;24;Varese
3524;D.D'Angelo;D'ANGELO Davide;36;0;73;63;47;59;38;43;56;17;86;57;21;34;1;2;5;4;180;70;40;2008;1982;8;20;
327;D.De Ieso;DE IESO Donato;36;0;71;69;55;53;44;57;56;19;72;59;23;69;1;2;1;2;180;70;40;2013;1989;2;27;
3778;D.Deroo;DEROO David;24;0;71;60;41;48;43;71;52;28;80;64;21;50;1;2;4;4;173;61;40;2004;1985;3;11;
303;D.Desmecht;DESMECHT David;12;0;65;60;44;42;35;50;44;19;66;41;17;52;1;1;1;4;181;73;40;2011;1992;12;22;
2443;D.Dominguez Barragan;DOMINGUEZ BARRAGAN Daniel;22;0;71;60;57;47;41;54;50;23;80;60;22;70;1;1;1;6;171;60;40;2009;1985;6;16;
2624;D.Durango Garro;DURANGO GARRO Daniel;16;0;66;63;55;45;36;45;65;23;66;71;14;78;1;0;4;4;180;70;40;2013;1992;11;12;
2655;D.Dvorsky;DVORSKY David;48;0;68;60;54;36;29;42;46;22;66;50;15;50;1;0;4;4;180;70;40;2011;1992;6;11;
4709;D.E.Estrada;ESTRADA Daniel Esteban;16;0;65;60;40;40;37;44;57;18;60;51;16;54;1;1;4;4;180;70;40;2015;1995;10;10;
3130;D.Eaton;EATON Daniel;61;0;72;61;63;50;37;47;45;17;64;58;26;58;1;1;4;4;180;70;40;2014;1993;7;4;
3993;D.Eberle;EBERLE Dominik;2;0;69;60;44;33;39;43;52;23;74;67;21;70;1;2;1;3;175;60;40;2009;1988;1;1;
2988;D.Edwards;EDWARDS David;4;0;73;60;64;56;50;52;51;20;64;67;20;49;5;1;4;4;180;70;40;2012;1993;4;21;
4037;D.Eliseev;ELISEEV Denis;163;0;66;60;50;39;39;43;50;21;84;64;21;40;1;1;2;4;180;70;40;2007;1983;10;22;
2729;D.F.Balseros Bernal;BALSEROS BERNAL Daniel Fernando;16;0;72;69;59;47;44;51;71;26;84;76;28;83;1;1;4;4;170;60;40;2011;1983;11;15;
2199;D.Fauville;FAUVILLE Dimitri;12;0;65;60;44;34;31;50;45;12;74;53;18;33;1;1;4;4;181;69;40;2013;1988;2;15;
4265;D.Filipov;FILIPOV Damian;11;0;68;60;42;54;41;43;52;19;80;57;21;21;1;1;8;4;180;70;40;2007;1985;8;28;
4270;D.Finders;FINDERS Dirk;2;0;65;60;41;34;37;43;42;13;80;50;15;35;1;0;3;3;189;69;46;2006;1985;7;29;Wúrselen
4290;D.Fleeman;FLEEMAN Dan;205;0;74;72;54;49;40;47;51;23;86;71;13;85;1;3;1;3;181;63;40;2006;1982;10;3;Burton on Trent
4306;D.Foder;FODER Daniel Holm;18;0;75;66;66;56;38;59;52;42;84;66;21;69;1;3;7;3;179;68;40;2006;1983;4;7;
2599;D.Fornalski;FORNALSKI Damian;46;0;65;60;47;38;37;37;46;16;68;58;15;48;1;0;4;4;180;70;40;2010;1991;3;26;
4904;D.Foroughi;FOROUGHI Davoad;119;0;66;60;52;50;37;51;64;18;68;46;15;48;1;1;4;4;180;70;40;2015;1991;12;14;
4365;D.Frattini;FRATTINI Davide;36;0;74;68;63;65;60;63;55;17;90;71;10;77;1;3;9;4;180;62;54;2002;1978;8;6;Varese
11275;D.Galarreta;GALARRETA David;22;0;67;62;45;57;67;41;71;67;64;45;45;16;1;2;4;1;180;70;40;2016;1993;6;2;Ramales de la Victoria
4445;D.Galimzyanov;GALIMZYANOV Denis;50;0;75;60;61;70;67;43;51;36;76;74;15;10;3;3;8;4;182;75;40;2006;1987;3;7;Sverdlovsk
4453;D.Gallego Arnaiz;GALLEGO ARNAIZ Diego;22;0;72;71;53;34;38;43;56;28;86;77;21;84;1;4;1;2;180;70;40;2005;1982;6;9;?? - Burgos
4483;D.Garbelli;GARBELLI David;36;0;71;60;57;55;45;60;63;40;88;67;36;50;1;3;0D;4;180;70;40;2006;1981;10;28;Ticengo
4497;D.Garcia;GARCIA Daniel;72;0;68;60;45;47;39;48;57;38;80;58;21;41;1;1;4;4;181;72;40;2006;1985;1;21;?? - Trujillo
4217;D.Gardias;GARDIAS Dexter;205;0;69;60;54;53;38;54;49;21;70;54;16;40;1;1;4;4;180;70;40;2015;1990;12;3;
4548;D.Gasco;GASCO Dario;3;0;73;66;58;35;42;43;66;30;76;68;26;76;1;3;3;3;178;69;40;2006;1987;1;20;Tucuman
11289;D.Geismayr;GEISMAYR Daniel;5;0;65;61;54;45;70;34;65;45;72;54;61;14;1;1;4;4;180;70;40;2017;1989;8;28;
4665;D.Girdlestone;GIRDLESTONE Dylan;52;0;73;65;60;47;40;43;52;20;72;70;10;73;1;3;3;3;180;70;40;2007;1989;10;11;
2248;D.Gomirato;GOMIRATO Davide;36;0;70;60;44;60;41;52;58;37;74;73;22;64;3;4;0e;6;180;70;40;2007;1988;1;30;
5063;D.González Suárez;GONZÁLEZ SUÁREZ Diego Fernando;57;0;73;60;64;58;41;66;64;16;68;68;13;17;1;2;6;4;172;65;40;2005;1991;4;25;
3431;D.Gunst;GUNST Davy;27;0;65;60;51;50;37;54;45;17;60;46;19;32;1;1;4;4;180;70;40;2015;1995;1;30;
10986;D.Gutierrez;GUTIERREZ David;63;0;72;61;64;51;52;60;66;22;66;69;19;75;1;3;7;3;180;70;40;2011;1992;12;23;
5238;D.Gutiérrez Gutiérrez;GUTIÉRREZ GUTIÉRREZ David;22;0;74;70;59;60;50;62;58;36;86;75;33;76;1;4;3;3;164;59;42;2006;1982;4;2;Rábago
5243;D.Gutierrez Palacios;GUTIERREZ PALACIOS David;22;0;71;60;52;53;43;43;53;25;76;67;21;66;1;2;3;3;175;65;40;2006;1987;7;28;Santander - Cantabria
10601;D.H.Kim;KIM Do Hyeong;193;0;70;60;32;64;39;43;48;15;78;60;14;13;3;2;8;4;180;70;40;2011;1986;1;15;
5899;D.H.Kim;KIM Dong Hun;193;0;74;66;63;59;44;48;55;31;78;71;31;78;1;4;7;4;180;71;40;2006;1986;9;12;
10693;D.Henggeler;HENGGELER Daniel;54;0;72;60;58;33;39;43;50;15;74;63;12;19;1;1;6;4;190;75;40;2008;1988;12;29;Zug
4737;D.Herforth Jensen;HERFORTH JENSEN Dennis;18;0;70;60;53;48;39;57;50;26;86;62;19;38;1;1;4;4;180;70;40;2013;1982;9;26;
2073;D.Hernandez Illana;HERNANDEZ ILLANA Dario;22;0;72;65;58;46;42;44;52;20;70;69;14;67;1;2;4;4;176;66;40;2011;1990;5;31;
10659;D.Hollanders;HOLLANDERS Dries;12;0;76;62;67;55;44;73;57;23;78;65;30;27;1;4;6;4;180;70;40;2011;1986;7;31;?? - Vlaanderen
5476;D.Holloway;HOLLOWAY Daniel;61;0;75;60;65;73;43;43;52;25;76;66;16;29;3;2;8;4;178;74;40;2006;1987;5;21;
5479;D.Holt;HOLT Daniel;61;0;72;60;42;70;39;43;48;15;88;65;21;13;1;2;8;4;175;69;40;2006;1981;9;25;
788;D.Hynek;HYNEK Dominik;48;0;66;60;55;50;43;49;40;15;68;33;24;39;1;1;4;4;180;70;40;2013;1991;9;21;
5565;D.Ibáñez Forrero;IBÁÑEZ FORRERO Deyby Alejandro;16;0;71;69;51;49;38;43;71;56;88;82;27;79;1;3;1;3;160;54;40;2006;1981;6;8;Fusagasuga - Cundinamarca
5579;D.Ignatyev;IGNATYEV Dmitriy;50;0;70;65;52;46;42;43;52;22;74;71;22;69;1;3;3;3;180;70;40;2008;1988;6;27;
11566;D.Insuasty;INSUASTY David;16;0;65;60;22;32;39;42;45;14;54;49;11;31;2;0;4;4;180;70;40;2017;1998;4;2;
5668;D.Jargalsaikhan;JARGALSAIKHAN Damdinjamts;173;0;65;60;31;38;39;38;49;39;80;55;21;40;1;0;3;4;180;70;40;2006;1985;9;29;
525;D.Jarstø;JARSTØ Daniel Egeland;44;0;65;60;41;47;35;43;42;27;70;51;16;36;1;1;4;4;180;70;40;2010;1990;5;18;
5673;D.Javkkhlantur;JAVKHLANTUR Damdinsuren;173;0;65;60;31;37;39;38;50;45;88;55;21;41;1;0;3;4;180;70;40;2006;1981;5;15;
1138;D.Jelfs;JELFS Dominic;31;0;72;60;59;60;49;52;51;29;70;67;20;26;1;1;4;4;177;67;40;2012;1990;3;31;
5716;D.Jiriakov;JIRIAKOV Dimitri;77;0;69;60;54;35;39;43;52;43;80;65;21;70;1;1;7;3;181;70;40;2006;1985;11;8;Moscow
1074;D.Karnulin;KARNULIN Denys;56;0;69;63;54;48;40;46;46;15;70;58;18;52;1;0;4;4;180;70;40;2009;1990;8;18;
11296;D.Katzmayer;KATZMAYER Daniel;5;0;65;60;55;59;66;54;54;56;56;46;55;56;1;3;4;3;180;70;40;2016;1997;11;1;
5867;D.Kemp;KEMP David;4;0;73;61;62;39;42;43;53;28;82;70;21;70;1;2;7;3;180;67;40;2009;1984;4;10;
5939;D.Klemme;KLEMME Domenik;2;0;77;65;65;68;38;78;52;23;78;74;41;58;1;4;7;3;182;73;40;2006;1986;10;31;Lemgo
6003;D.Komkov;KOMKOV Daniil;50;0;72;68;56;34;40;43;61;29;53;67;14;85;1;2;1;6;180;70;40;2006;1985;10;31;
10716;D.Kosyakov;KOSYAKOV Dmitry;50;0;71;60;51;51;43;43;55;26;78;78;23;74;1;3;7;3;180;70;40;2010;1986;2;28;
11347;D.Kowaski;KOWALSKI Dylan;22;0;72;65;69;69;65;49;60;52;62;65;68;14;2;3;7;7;180;70;40;2016;1994;1;26;Denain
6067;D.Kreutzfeldt;KREUTZFELDT Daniel Adelhardt;18;0;75;50;60;60;63;43;53;31;38;61;30;49;1;2;6;4;193;73;40;2007;1987;11;19;
6085;D.Krupa;KRUPA Dawid;46;0;73;61;64;42;46;48;54;60;41;70;21;67;1;3;7;3;181;73;40;2001;1980;6;12;Rzeszow
6193;D.Lapthorne;LAPTHORNE Darren;4;0;74;64;67;56;54;43;52;41;84;69;18;68;1;3;7;4;181;68;40;2006;1983;3;4;
11512;D.Largo;LARGO LARGO Daniel Alejandro;16;0;67;60;43;41;39;43;49;16;56;56;21;47;2;1;4;4;180;70;40;2017;1997;10;18;
1906;D.Lasota;LASOTA Damian;46;0;66;60;50;44;39;43;49;19;64;60;21;51;1;1;4;4;180;70;40;2013;1993;2;21;
6232;D.Le Boulch;LE BOULCH Dimitri;24;0;72;64;65;48;54;41;50;26;72;72;19;75;1;3;7;3;180;70;40;2009;1989;2;20;Paris
3592;D.Leone;LEONE Davide;36;0;65;60;42;39;33;41;42;12;58;30;10;25;1;1;4;4;180;70;40;2015;1996;10;8;
6471;D.Lloyd;LLOYD Daniel;205;0;77;68;61;55;46;78;55;21;90;67;42;73;1;3;3;4;189;70;40;2003;1980;8;11;Christchurch - England
6494;D.Loosli;LOOSLI David;54;0;75;67;49;65;52;67;54;31;90;89;39;67;1;3;9;4;182;71;40;2004;1980;5;8;Bern
10838;D.Lopez;LOPEZ Danny;16;0;69;60;45;33;39;43;69;15;68;64;21;68;1;2;3;3;180;70;40;2011;1991;5;1;?? - Valle
5130;D.Lopez Fuentes;LOPEZ FUENTES Diego;22;0;67;67;56;51;46;45;41;54;56;48;51;44;2;2;4;3;180;70;40;2016;1997;9;12;
6512;D.Lopez Garcia;LOPEZ GARCIA David;22;0;77;76;63;53;72;70;52;25;88;85;19;85;1;5;3;3;179;67;38;2003;1981;5;13;Barakaldo - Pays Basque
11513;D.Lopez Ramirez;LOPEZ RAMIREZ Duvan Felipe;16;0;66;62;49;42;36;42;57;16;56;50;17;70;1;1;4;4;180;70;40;2017;1997;4;3;
6546;D.Loria;LORIA Domenico;36;0;71;60;45;67;39;61;52;49;88;63;28;12;1;2;8;4;170;67;40;2005;1981;1;3;-0
1744;D.M.Calderon;CALDERON Diego Mauricio;16;0;71;76;59;47;36;42;80;14;84;81;18;92;5;3;1;3;170;54;40;2003;1983;10;1;Pereira - Riseralda
6634;D.Magalhaes;MAGALHAES Douglas;10;0;68;60;46;45;39;43;57;24;74;57;16;38;1;2;6;4;180;70;40;2007;1988;2;13;
6665;D.Malacarne;MALACARNE Davide;36;0;75;72;61;60;62;55;61;20;76;68;47;44;1;5;5;4;172;61;40;2006;1987;7;11;Feltre
6712;D.Manrique;MANRIQUE Danny;72;0;66;60;24;34;35;43;53;18;84;60;21;40;1;1;4;4;172;62;40;2006;1983;12;17;
2355;D.Mariño;MARIÑO Daniel Rincon;16;0;65;60;44;41;35;40;51;11;64;58;16;70;1;1;4;4;180;70;40;2013;1993;1;9;
6780;D.Martin Peribanez;MARTIN PERIBANEZ David;22;0;66;60;49;34;35;43;48;13;90;57;21;37;1;1;6;2;180;70;41;2005;1980;4;11;-0
6782;D.Martín Velasco;MARTÍN VELASCO David;22;0;74;63;63;33;44;43;51;16;84;69;21;84;1;3;7;3;182;70;40;2006;1983;11;8;Torrelaguna - Comunidad Madrid
11536;D.Martinez;MARTINEZ CONSTANTE Daniel;83;0;68;60;39;56;46;45;49;21;62;61;21;13;1;2;8;4;180;70;40;2017;1994;5;18;
2644;D.Matthews;MATTHEWS Darren;118;0;69;60;55;48;39;48;53;19;68;57;13;43;1;0;4;4;180;70;40;2010;1991;1;17;
6926;D.McConnell;MCCONNELL Daniel;4;0;73;60;47;44;47;59;52;52;80;63;31;48;1;2;1;4;180;70;40;2006;1985;8;9;
11200;D.McLean;MCLEAN David John;205;0;71;60;48;60;39;43;50;12;82;62;7;11;1;1;4;4;180;70;40;2012;1984;4;17;
6960;D.Medina;MEDINA Daniel;72;0;71;71;43;40;36;29;70;50;84;74;21;77;1;3;1;4;180;70;40;2006;1983;3;25;
2488;D.Meijers;MEIJERS Daan;27;0;70;60;63;50;39;52;48;13;68;60;16;39;1;1;4;4;178;66;40;2012;1991;4;11;
2334;D.Menegon;MENEGON Daniele;36;0;65;60;43;43;33;51;46;36;66;58;17;44;1;1;4;4;180;70;40;2011;1992;7;18;
7012;D.Menger;MENGER David;48;0;65;60;43;40;39;43;53;22;74;54;21;39;1;2;4;4;180;70;40;2007;1988;1;10;
3690;D.Menut;MENUT David;24;0;71;60;53;63;44;49;50;20;66;66;20;42;1;1;4;4;180;70;40;2015;1992;3;11;
7082;D.Milán Jimenez;MILÁN JIMENEZ Diego;146;0;74;65;60;68;60;67;49;43;80;74;25;45;3;3;8;4;182;73;40;2006;1985;7;10;Almansa - Castilla La Mancha
10718;D.Mokrov;MOKROV Dmitriy;50;0;72;60;48;37;41;43;51;13;72;64;13;50;1;2;4;4;180;70;40;2011;1989;6;13;
11677;D.Montilla;MONTILLA Darwin;72;0;69;68;34;47;39;47;56;56;62;52;51;13;1;2;3;3;180;70;40;2014;1994;10;19;
7211;D.Montoya Montoya;MONTOYA MONTOYA Diego Alexander;16;0;70;68;60;48;52;43;66;22;86;82;21;50;1;3;2;3;179;64;40;2005;1982;4;7;Itagüi - Antioquia
4414;D.Moricz;MORICZ Daniel;29;0;66;60;54;46;38;42;42;14;58;32;16;41;1;1;4;4;180;70;40;2015;1996;3;26;
2294;D.Mossini;MOSSINI Daniele;36;0;65;60;45;47;33;50;44;15;62;62;15;39;1;2;4;4;180;70;40;2013;1994;5;20;
321;D.Mucelli;MUCELLI Davide;36;0;70;63;53;53;42;49;55;17;78;48;22;52;1;2;4;4;180;70;40;2012;1986;11;19;
7361;D.Musiol;MUSIOL Daniel ;2;0;72;60;57;63;25;60;53;51;84;62;21;50;1;2;5;4;182;70;40;2004;1983;3;27;Cottbus
2541;D.Myngheer;MYNGHEER Daan;12;0;67;60;48;47;31;51;42;18;64;48;15;36;1;1;4;4;190;72;40;2012;1993;4;13;
7439;D.Nemoto;NEMOTO Daichi;65;0;65;60;30;36;35;57;52;48;78;59;26;43;1;2;5;4;180;70;40;2006;1986;12;3;
7447;D.Newell;NEWELL Dylan;4;0;74;61;66;56;42;63;53;21;82;66;18;68;1;2;7;3;184;73;40;2007;1984;1;31;
7511;D.Nosotti;NOSOTTI Diego;36;0;72;60;59;53;37;55;50;22;86;59;21;21;1;1;6;2;181;72;40;2006;1982;7;26;
10796;D.Nunes;NUNES Diogo;47;0;73;60;65;66;45;63;53;17;72;66;19;35;1;2;6;4;180;70;40;2007;1989;4;13;
1924;D.Nur Arif Prayogo;NUR ARIF PRAYOGO Dealton;157;0;65;60;41;41;29;43;47;30;66;58;18;50;1;1;4;4;176;67;40;2013;1992;11;27;
7648;D.Ortega;ORTEGA ORTS Didac;22;0;76;67;47;60;44;53;58;30;86;68;36;47;1;3;5;4;177;66;40;2006;1982;4;5;Valencia
11678;D.Osorio;OSORIO Dario;72;0;70;73;45;43;45;45;59;78;62;58;56;76;5;4;5;3;180;70;40;2013;1994;4;2;
1230;D.Otalvaro;OTALVARO Daniel;16;0;65;60;54;43;39;43;59;12;58;42;10;56;1;1;4;4;180;70;40;2015;1996;6;24;
7757;D.Pantoja;PANTOJA TOBAR Darwin Ferney;16;0;69;72;56;41;38;43;72;31;70;86;16;90;1;4;3;4;165;58;40;2007;1990;9;25;?? - Nariño
7808;D.Patten;PATTEN Daniel;205;0;65;60;67;42;55;70;17;33;78;27;78;3;3;7;3;4;180;70;40;2009;1986;7;11;
7854;D.Pell;PELL David;4;0;74;60;67;63;41;43;52;37;90;69;21;67;1;3;2;4;180;70;40;2007;1980;9;6;Bendigo - Victoria
7861;D.Pemberty Tamayo;PEMBERTY TAMAYO Diego Esteban;16;0;65;60;44;47;39;50;49;17;76;63;21;47;1;1;1;3;180;70;40;2005;1987;10;26;Yarumal - Antioquia
7948;D.Persson;PERSSON Dennis;53;0;68;60;41;35;39;48;53;47;82;58;21;49;1;1;5;4;188;75;40;2006;1984;3;16;Uppvuxen i Eslöv
8112;D.Portugal;PORTUGAL Diego de Souza Lima;10;0;71;60;35;41;39;48;63;37;76;63;16;50;1;2;4;4;178;66;40;2006;1987;10;16;
10643;D.Puskas;PUSKAS David;29;0;70;60;54;47;41;43;51;16;74;61;18;45;1;1;6;4;180;70;40;2011;1988;10;28;
8217;D.Quintero Artunduaga;QUINTERO ARTUNDUAGA Duber Armando;16;0;72;63;65;55;40;43;71;17;70;69;20;75;1;2;7;3;179;69;40;2010;1990;8;23;?? - Huila
1574;D.Rapps;RAPPS Dario;2;0;65;60;52;40;33;37;34;10;62;25;5;10;1;1;4;4;180;70;40;2013;1994;7;2;
8407;D.Ricci Bitti;RICCI BITTI Davide;36;0;73;68;65;56;68;56;57;26;82;68;34;60;1;3;6;4;180;60;40;2006;1984;2;12;Medicina
8438;D.Rijntjes;RIJNTJES Daan;27;0;67;60;32;39;39;62;54;14;78;51;21;41;1;1;4;4;193;79;40;2006;1986;10;6;Voorburg - Utrecht
703;D.Rinner;RINNER Daniel;77;0;68;60;54;42;38;51;50;23;70;63;19;59;1;0;4;4;180;66;40;2009;1990;11;11;
621;D.Rive;RIVE Dmitriy;160;0;66;60;63;40;33;40;40;10;60;29;11;12;1;3;6;6;180;70;40;2013;1995;4;19;
8550;D.Rodríguez Sánchez;RODRÍGUEZ SÁNCHEZ Dayro;16;0;70;62;38;33;36;43;56;21;82;67;21;83;1;2;3;3;158;52;40;2006;1984;1;1;Polocabildo - Tolima
8593;D.Rolfe;ROLFE Darren;4;0;76;65;71;44;40;55;53;23;88;66;17;69;1;3;7;3;178;72;40;2010;1981;11;11;
8596;D.Rollin;ROLLIN Dominique;60;0;77;65;65;71;52;80;62;49;86;73;62;62;1;4;8;2;188;83;40;2002;1982;10;29;Boucherville - Quebec
8622;D.Rösch;RÖSCH David;2;0;73;71;56;34;36;43;53;21;74;75;21;82;1;3;1;3;180;70;40;2006;1988;12;5;
11506;D.Rozo;ROZO VELEZ Daniel Andres;16;0;69;73;45;38;40;38;56;34;66;68;67;78;3;3;1;3;180;70;40;2016;1992;4;3;
8670;D.Rudnicki;RUDNICKI Dariusz;46;0;72;60;55;66;39;60;52;52;88;63;21;49;3;2;8;2;180;70;40;2005;1981;6;28;-0
2734;D.S.Rubio Sanchez;RUBIO SANCHEZ Deivis Stemberg;16;0;72;66;49;47;40;50;68;30;84;70;24;75;1;1;4;4;170;60;40;2013;1983;4;29;
1774;D.Sanchez Cidoncha;SANCHEZ CIDONCHA Daniel;22;0;70;60;53;55;41;44;50;21;66;63;21;61;1;2;4;4;180;73;40;2011;1992;8;11;
8963;D.Schorn;SCHORN Daniel;5;0;75;65;65;71;62;43;51;18;74;73;33;78;3;3;9;3;183;72;40;2007;1988;10;21;Zell am See
8972;D.Schüler;SCHÜLER Daniel;2;0;65;60;41;35;37;56;51;51;76;62;21;38;1;1;2;4;184;73;40;2006;1987;10;28;Gera
9035;D.Sesma;SESMA SORBET Daniel;22;0;72;67;47;45;38;43;52;36;82;69;16;78;1;2;1;3;172;60;40;2007;1984;7;20;Pamplona - Navarra
9050;D.Shand;SHAND Daniel;205;0;70;60;54;62;43;43;52;18;76;63;21;28;1;2;6;4;180;70;40;2009;1987;7;11;
9078;D.Shkarpeta;SHKARPETA Denis;82;0;72;60;61;33;43;62;55;32;88;72;31;68;1;4;7;4;184;72;40;2004;1981;11;9;-0
3729;D.Siddikov;SIDDIKOV Dilmurdjon;82;0;68;60;63;45;35;38;48;23;56;54;37;32;1;1;2;3;180;70;40;2017;1997;8;23;
9186;D.Smit;SMIT Dennis;27;0;68;60;29;47;39;59;52;29;88;60;21;39;1;1;4;4;180;70;40;2006;1981;2;18;
9189;D.Smith;SMITH Daniel;72;0;72;65;62;61;40;43;53;29;74;70;21;70;1;4;7;4;188;72;40;2007;1988;9;29;
